model,year,price,total_km,hp,box,body,drive,fuel,location
Chevrolet Tahoe,2005,620000.0,135000.0,299.0,AT, внедорожник, полный, бензин,Белгородская область
Toyota Auris,2008,499000.0,130000.0,124.0,AMT, хетчбэк, передний, бензин,Москва
Chevrolet Cruze,2011,568000.0,90607.0,109.0,AT, седан, передний, бензин,Челябинская область
Chevrolet Epica,2010,450000.0,137000.0,143.0,MT, седан, передний, бензин,Республика Татарстан
Citroen Berlingo,2016,910000.0,176000.0,120.0,MT, минивэн, передний, бензин,Ставропольский край
Ford Fiesta,2015,699000.0,60715.0,105.0,AMT, хетчбэк, передний, бензин,Астраханская область
Datsun on-DO,2020,719000.0,9187.0,87.0,MT, седан, передний, бензин,Московская область
Nissan Almera,2014,485000.0,164000.0,102.0,MT, седан, передний, бензин,Москва
LADA Granta,2020,817000.0,34000.0,106.0,MT, седан, передний, бензин,Краснодарский край
Hyundai Santa Fe,2010,920000.0,144000.0,174.0,AT, внедорожник, полный, бензин,Москва
Nissan Almera,2015,650000.0,113600.0,102.0,MT, седан, передний, бензин,Нижегородская область
ГАЗ ГАЗель Next,2014,840000.0,150265.0,120.0,MT, фургон, задний, дизель,Москва
LADA Largus,2021,990000.0,42000.0,106.0,MT, универсал, передний, бензин,Республика Башкортостан
Nissan Teana,2007,492000.0,220398.0,245.0,CVT, седан, передний, бензин,Краснодарский край
Kia Picanto,2014,550000.0,85000.0,69.0,MT, хетчбэк, передний, бензин,Ленинградская область
LADA 4x4 (Нива),2014,500000.0,129000.0,83.0,MT, внедорожник, полный, бензин,Карачаево-Черкесская Республика
LADA 4x4 (Нива),2019,745000.0,14202.0,82.0,MT, внедорожник, полный, бензин,Белгородская область
LADA Granta,2019,645000.0,68.0,106.0,MT, седан, передний, бензин,Чеченская Республика
Ford Focus,2014,549000.0,119000.0,125.0,AMT, хетчбэк, передний, бензин,Москва
Mercedes-Benz S-класс,2002,450000.0,260000.0,245.0,AT, седан, задний, бензин,Республика Татарстан
Toyota RAV4,2008,875000.0,201001.0,152.0,AT, внедорожник, полный, бензин,Мурманская область
Toyota Corolla,2011,855000.0,127500.0,124.0,AT, седан, передний, бензин,Оренбургская область
Chevrolet Aveo,2014,560000.0,139000.0,115.0,MT, седан, передний, бензин,Владимирская область
Kia Picanto,2017,968000.0,158486.0,84.0,AT, хетчбэк, передний, бензин,Тюменская область
Ford Focus,2012,640000.0,80000.0,105.0,MT, седан, передний, бензин,Саратовская область
Kia Cerato,2011,549000.0,117000.0,126.0,AT, седан, передний, бензин,Москва
Opel Astra,2011,600000.0,198000.0,115.0,AT, универсал, передний, бензин,Ленинградская область
BMW 3 серия,2007,450000.0,200000.0,129.0,MT, седан, задний, бензин,Республика Башкортостан
Ford Focus,2013,670000.0,215300.0,125.0,AMT, седан, передний, бензин,Чеченская Республика
Mazda 3,2007,480000.0,135457.0,150.0,MT, хетчбэк, передний, бензин,Воронежская область
Kia Rio,2014,745000.0,91500.0,107.0,AT, седан, передний, бензин,Краснодарский край
Kia Carnival,2007,667000.0,216000.0,189.0,AT, минивэн, передний, бензин,Пермский край
Kia Sportage,2012,879000.0,149234.0,150.0,AT, внедорожник, передний, бензин,Москва
Mazda 6,2010,699000.0,125000.0,147.0,AT, хетчбэк, передний, бензин,Москва
Hyundai Elantra,2011,707000.0,149000.0,132.0,MT, седан, передний, бензин,Краснодарский край
Toyota Camry,2009,980000.0,168000.0,167.0,AT, седан, передний, бензин,Республика Мордовия
Hyundai Elantra,2010,550000.0,210000.0,122.0,AT, седан, передний, бензин,Республика Башкортостан
Mazda 3,2014,890000.0,205000.0,104.0,AT, седан, передний, бензин,Краснодарский край
Mazda 3,2008,569000.0,134000.0,150.0,MT, седан, передний, бензин,Москва
Renault Logan,2019,808000.0,22000.0,102.0,AT, седан, передний, бензин,Краснодарский край
Kia Sorento,2012,960000.0,242549.0,175.0,MT, внедорожник, полный, бензин,Ленинградская область
Renault Duster,2014,510000.0,189700.0,102.0,MT, внедорожник, передний, бензин,Мурманская область
Nissan Juke,2011,725000.0,128274.0,117.0,MT, внедорожник, передний, бензин,Республика Крым
Renault Sandero,2019,790000.0,18700.0,82.0,MT, хетчбэк, передний, бензин,Москва
Kia Sorento,2007,644000.0,254500.0,170.0,AT, внедорожник, полный, дизель,Тюменская область
Chevrolet Nexia,2021,550000.0,49.0,106.0,AT, седан, передний, бензин,Москва
Ford Focus,2012,620000.0,138000.0,125.0,MT, хетчбэк, передний, бензин,Белгородская область
Chevrolet Niva,2016,607000.0,59900.0,80.0,MT, внедорожник, полный, бензин,Оренбургская область
Mazda CX-7,2011,618000.0,172046.0,238.0,AT, внедорожник, полный, бензин,Волгоградская область
Nissan Almera,2014,485000.0,164000.0,102.0,MT, седан, передний, бензин,Москва
Nissan Patrol,2003,645000.0,178000.0,158.0,AT, внедорожник, полный, дизель,Республика Татарстан
BMW 5 серия,1999,650000.0,186000.0,150.0,MT, седан, задний, бензин,Республика Крым
Renault Duster,2014,850000.0,53000.0,135.0,MT, внедорожник, полный, бензин,Владимирская область
Hyundai Solaris,2014,659000.0,100000.0,123.0,AT, седан, передний, бензин,Москва
Kia Ceed,2014,850000.0,140000.0,129.0,MT, универсал, передний, бензин,Пензенская область
Ford Tourneo Connect,2004,450000.0,306000.0,90.0,MT, минивэн, передний, дизель,Краснодарский край
BMW 5 серия,1999,650000.0,186000.0,150.0,MT, седан, задний, бензин,Республика Крым
Nissan Almera,2014,485000.0,164000.0,102.0,MT, седан, передний, бензин,Москва
Nissan Almera,2014,565000.0,135000.0,102.0,AT, седан, передний, бензин,Калининградская область
Ford Tourneo Connect,2004,450000.0,306000.0,90.0,MT, минивэн, передний, дизель,Краснодарский край
Toyota Land Cruiser,1994,900000.0,190000.0,135.0,MT, внедорожник, полный, дизель,Республика Крым
Mercedes-Benz G-класс,1994,806000.0,413000.0,136.0,AT, внедорожник, полный, дизель,Краснодарский край
Volkswagen Jetta,2012,645000.0,133000.0,122.0,MT, седан, передний, бензин,Республика Татарстан
Audi A5,2011,880000.0,229029.0,180.0,CVT, хетчбэк, передний, бензин,Ленинградская область
Nissan Terrano,2014,860000.0,94000.0,135.0,AT, внедорожник, передний, бензин,Москва
Mitsubishi Outlander,2007,710000.0,190000.0,170.0,CVT, внедорожник, полный, бензин,Пермский край
Renault Logan Stepway,2021,600000.0,52.0,82.0,MT, седан, передний, бензин,Москва
Hyundai Solaris,2013,630000.0,142000.0,123.0,AT, седан, передний, бензин,Свердловская область
Mazda CX-7,2011,799000.0,134000.0,238.0,AT, внедорожник, полный, бензин,Москва
Mazda 6,2008,620000.0,270000.0,147.0,AT, седан, передний, бензин,Калужская область
Volkswagen Passat,2008,465000.0,262000.0,160.0,AT, седан, передний, бензин,Самарская область
Hyundai Santa Fe,2009,659000.0,146000.0,112.0,AT, внедорожник, полный, дизель,Москва
Mitsubishi Pajero Sport,2006,799000.0,205000.0,170.0,AT, внедорожник, полный, бензин,Тульская область
Porsche Cayenne S,2005,550000.0,190000.0,340.0,AT, внедорожник, полный, бензин,Московская область
